Toy_ID,Toy_Name,Priority_Level,Production_Line,Defect_Rate,Materials_Shortage,Elf_Staff,Hours_Worked,Delivery_Deadline,Production_Status,Defective_Units,Units_Produced
81bcd4f4-cb01-4250-a866-1245017e4722,Action Figure,Medium,Line 1,0.054,Yes,Valerie,1,2024-12-07,Not Started,10,95
c53c2d12-9297-4434-9da9-9c297ec5ba28,Doll,High,Line 2,0.189,No,Joshua,1,2024-12-07,Not Started,3,73
3c81b598-549c-4d28-a19f-6db76933f8ec,RC Car,Medium,Line 3,0.111,No,Paul,11,2024-12-19,Complete,9,79
d74e8268-01b4-465b-9aea-72d15b4747ea,Puzzle,High,Line 4,0.116,No,Susan,9,2024-12-25,In Progress,9,85
63b1eb0f-553a-44b7-a627-b6244a46d152,Board Game,Medium,Line 3,0.179,No,Emma,5,2024-12-05,In Progress,3,35
fc01d332-eb6f-4fcc-931f-99c70ba1f366,Doll,Low,Line 4,0.196,No,Amy,1,2024-12-08,Not Started,2,36
e76c5d68-0069-4df8-a2be-c39e52fa6cfb,RC Car,Low,Line 4,0.105,No,Christopher,5,2024-12-09,In Progress,4,14
922576c8-f99c-4846-9dd2-24d6b1d7b3f9,Action Figure,High,Line 4,0.015,Yes,Laura,7,2024-12-01,In Progress,5,56
c15d94c5-84b7-4d16-b749-941f0f8e7296,Stuffed Animal,Low,Line 4,0.09,Yes,Jennifer,4,2024-12-18,Complete,9,66
558ee60b-f582-453f-a0cf-29b7e2164c24,Action Figure,Low,Line 2,0.182,Yes,Michael,5,2024-12-20,In Progress,4,68
df65afa4-7aac-4e34-9464-f59db5cacc3d,Puzzle,High,Line 3,0.132,Yes,Jacob,9,2024-12-15,Complete,10,49
186b339c-c632-48ce-911b-1ef822edf83f,RC Car,Medium,Line 4,0.055,Yes,Amy,7,2024-12-18,Not Started,1,67
e3fb3c3f-4144-4dfe-8162-217a4dcc7dfa,Board Game,Low,Line 2,0.044,Yes,Jacob,2,2024-12-18,Not Started,2,18
2044967b-6b1d-413f-b072-3713a4a81375,Stuffed Animal,Low,Line 2,0.144,Yes,Andrew,7,2024-12-23,Complete,8,78
e103a53d-acf7-4129-a026-6365e0478f42,Stuffed Animal,Low,Line 1,0.155,Yes,Kristi,7,2024-12-11,Complete,2,97
6f1817fb-6569-463d-994c-52bd11394da8,Train Set,High,Line 4,0.179,Yes,Lauren,7,2024-12-01,In Progress,10,57
93934b65-3bd6-469c-9fda-b08b1448726b,Doll,Medium,Line 4,0.164,No,James,8,2024-12-02,Complete,6,96
cd52a679-5535-4144-902b-5b8f31de1a7a,Action Figure,Medium,Line 1,0.143,No,Tiffany,12,2024-12-13,In Progress,3,65
38cb6766-bb11-4f9f-aaf3-96560c2e84c7,Stuffed Animal,High,Line 3,0.039,No,Ryan,6,2024-12-20,Complete,5,40
ef2c117b-fa91-4f4a-9aa9-649f06d95473,Train Set,Medium,Line 1,0.039,Yes,John,1,2024-12-20,Not Started,4,77
b1ca8bab-a513-44be-b822-ae90a31f48fb,Train Set,Low,Line 4,0.111,No,Lori,3,2024-12-13,Not Started,6,18
89b2c10c-7dbe-4ffe-a85d-6e53a8f7e72a,Train Set,High,Line 3,0.147,Yes,Kenneth,6,2024-12-07,Complete,4,96
f8217197-e3e6-4010-9e1b-451a42d1e31c,Train Set,Medium,Line 1,0.04,No,Cheryl,8,2024-12-17,Complete,3,97
80a74cee-f46a-4931-8237-099052ea30d2,Stuffed Animal,Medium,Line 2,0.031,No,Shannon,7,2024-12-14,In Progress,3,82
d09d96c2-ff0d-48d1-b1b1-2889e7db89cd,Board Game,Medium,Line 4,0.088,No,Lynn,9,2024-12-22,Complete,2,75
0b3179ef-fbac-4ed6-9c7f-cf1803baf464,Stuffed Animal,Medium,Line 1,0.114,No,Elizabeth,10,2024-12-25,Not Started,0,88
2dfba340-7906-40e9-a4b0-a579411ba59d,Puzzle,Low,Line 3,0.041,Yes,Theodore,10,2024-12-08,In Progress,8,19
cc1e8003-7223-45ba-a89a-c3b827e0813f,Puzzle,Low,Line 4,0.131,No,Alex,12,2024-12-08,Not Started,10,98
a19185c6-bc40-4cae-ad4b-76c2e5927ce9,RC Car,Medium,Line 4,0.043,No,Kathleen,12,2024-12-11,In Progress,8,49
9fd69362-a32f-4cde-aeaf-e4fa968d7021,Stuffed Animal,Medium,Line 4,0.01,No,Derek,11,2024-12-17,Complete,10,93
272847e5-2b2e-45bd-bedc-8ccc54bdd526,Train Set,Medium,Line 3,0.091,Yes,Paul,4,2024-12-17,In Progress,9,32
7a87d8dd-b8ca-4629-a014-f51d83230922,Stuffed Animal,Low,Line 1,0.023,No,Rachel,8,2024-12-06,Complete,10,31
ae3bb105-c5c1-4ddd-b623-9790ad2277ca,RC Car,High,Line 3,0.085,Yes,Abigail,3,2024-12-20,Complete,6,100
096fa228-94f2-4cd1-ae1e-19f0b0d62ffa,Puzzle,High,Line 3,0.023,Yes,James,6,2024-12-25,In Progress,4,15
47c8960e-957f-42a2-af86-93a076427d76,Stuffed Animal,Low,Line 1,0.156,Yes,Maria,10,2024-12-12,In Progress,1,63
60ec998a-1865-4999-8b01-d03e7a4e49b3,Board Game,High,Line 1,0.073,No,Edwin,3,2024-12-24,Not Started,9,36
071a6f2b-82ef-44cb-b990-47583de8cea1,Puzzle,Low,Line 3,0.078,Yes,Angela,9,2024-12-10,Complete,9,91
d9ac5533-a42d-4a00-810f-05855dd602dc,Puzzle,Medium,Line 2,0.058,No,Scott,5,2024-12-13,In Progress,5,36
95c6fc27-654b-4e0b-a0fa-aa4707733c38,Doll,Medium,Line 4,0.079,No,Brian,3,2024-12-20,Complete,7,100
457b994c-2347-4573-82ee-2df6a31dbe04,Puzzle,Medium,Line 2,0.129,No,Jason,12,2024-12-04,Complete,9,48
9c62efb9-f176-45d8-a538-b6ed31d617b2,Stuffed Animal,Low,Line 4,0.065,No,David,11,2024-12-10,Complete,8,83
491fb108-2056-471c-a5ac-04df3e5ec3d5,Train Set,High,Line 2,0.043,Yes,Timothy,12,2024-12-11,Not Started,6,67
8888f019-b42c-42db-8a18-92a568fb99f9,Board Game,Medium,Line 1,0.106,Yes,Brandon,1,2024-12-12,Not Started,8,42
1b7f65cd-8a75-4167-a162-11ceab935aef,Doll,Medium,Line 1,0.182,Yes,Thomas,9,2024-12-20,In Progress,10,50
b5ef43c5-a67f-478b-9cff-28739a522ce8,Train Set,High,Line 2,0.163,Yes,Christina,7,2024-12-25,Complete,7,61
f3e88c86-5b16-4001-971e-24fbd3af3b48,Train Set,High,Line 1,0.038,No,Rachel,6,2024-12-15,Complete,1,15
696b2433-4f8a-41d3-86c2-672bcf36bdf9,Stuffed Animal,Low,Line 4,0.127,No,William,6,2024-12-19,In Progress,10,86
3bd8780d-3195-4b85-b87c-a57f1ba6ce52,Stuffed Animal,Medium,Line 1,0.186,No,Michael,1,2024-12-02,In Progress,5,29
0091c718-a67c-42e1-bb48-6a6396d2ba12,Doll,High,Line 4,0.109,No,Ronnie,12,2024-12-24,Complete,4,68
a16c6665-b7a0-4145-a459-334badb92e3a,Action Figure,Medium,Line 2,0.025,Yes,Stephen,12,2024-12-07,Complete,3,21
2d5a0457-3075-404b-a6a8-05ba5afd442a,Train Set,Low,Line 1,0.124,Yes,Jeremy,1,2024-12-24,Complete,0,90
5959fc7d-5f21-441a-b3de-30cd19b4c203,Puzzle,Low,Line 2,0.173,No,Jason,12,2024-12-21,In Progress,8,72
ea47e680-b165-4164-ae74-d88e0a681c66,Doll,Low,Line 3,0.033,Yes,Marcia,2,2024-12-03,In Progress,4,96
53d32985-0dfc-467e-81b9-1edf914f9205,Train Set,Medium,Line 4,0.184,No,Tyler,2,2024-12-22,In Progress,4,18
651c7460-79c8-4e21-a52d-411c033379d2,Action Figure,High,Line 4,0.164,No,Justin,7,2024-12-15,Complete,5,51
4d194506-0137-4f8d-ae11-3ebdc0d869c2,RC Car,Low,Line 1,0.046,No,Kevin,3,2024-12-02,In Progress,0,66
92679a0c-d4d0-42d0-a55e-a39ca7038096,Stuffed Animal,Medium,Line 3,0.174,Yes,Timothy,1,2024-12-18,Complete,7,42
5b6b4571-2070-4814-bc3f-01d9afb40e19,RC Car,Low,Line 2,0.096,No,Daniel,4,2024-12-17,In Progress,0,84
5e8ca4be-ca3d-4eab-86df-772048d874a2,Puzzle,Medium,Line 2,0.073,Yes,Laura,12,2024-12-15,Complete,2,15
1cc981dc-2ee3-4afc-b6f2-6fc0c0b02ab2,Train Set,Low,Line 3,0.091,Yes,Amy,5,2024-12-13,In Progress,4,75
73aae8a4-1210-4d2e-a416-9ac9aeaa91cc,Train Set,Low,Line 2,0.013,Yes,Alexandra,12,2024-12-10,Not Started,6,46
bbe04c02-10dc-4faa-81f0-c14d5fb4102e,RC Car,Medium,Line 4,0.101,Yes,Travis,8,2024-12-14,Complete,8,51
59e83bd1-b93b-43cb-a80c-ddc85a892b4c,Action Figure,Low,Line 4,0.039,No,Curtis,6,2024-12-13,Complete,3,30
9e0adf56-9741-4c97-a62c-74e46af637d3,Stuffed Animal,Low,Line 1,0.086,Yes,Nina,12,2024-12-04,In Progress,10,59
9dce80fc-011a-4094-b45c-75166e8f6a6a,Doll,Low,Line 2,0.046,No,Jeffery,2,2024-12-22,In Progress,6,58
aafd3465-29b0-42f0-ad62-8fb886e060aa,Puzzle,High,Line 4,0.096,No,Robert,6,2024-12-05,In Progress,9,11
0661236b-7a5d-41fb-99e8-83069be6c824,Puzzle,High,Line 4,0.154,Yes,Jasmine,7,2024-12-18,Not Started,8,35
73e3846f-caa8-4ff1-9503-ac9ef8a63e94,Action Figure,Medium,Line 2,0.195,No,Anne,4,2024-12-11,Complete,7,90
d6f5a460-0622-4683-a006-d4369a1de02d,Board Game,Medium,Line 3,0.089,Yes,Julie,1,2024-12-08,Not Started,5,34
bcb94511-3565-4116-9ff9-6a2e35aaea49,RC Car,Low,Line 3,0.059,Yes,Ryan,1,2024-12-07,Not Started,7,84
bee9d1d7-c240-4650-81bb-5268aade7cc5,Stuffed Animal,Medium,Line 2,0.115,Yes,Sara,2,2024-12-14,In Progress,3,43
3421fa12-f245-4ce1-a05d-daeb1e67dd18,Train Set,Medium,Line 1,0.161,Yes,Mary,6,2024-12-09,Not Started,4,90
e201c4d2-7b90-41d0-a725-4a2020900d79,Doll,Low,Line 3,0.129,Yes,Amy,11,2024-12-05,Not Started,10,23
eb756c47-8e0e-470f-a564-5a1c81e928d1,Train Set,High,Line 2,0.103,Yes,Shannon,7,2024-12-13,Complete,7,12
1a57d956-abf2-45fe-89cf-291712fbe957,Puzzle,Medium,Line 2,0.188,No,Emma,1,2024-12-06,Complete,0,90
ca82f58e-d3f2-4653-b136-538578ed82be,Doll,Medium,Line 4,0.161,No,Catherine,2,2024-12-20,Not Started,10,49
18bf9f62-88b0-4c6b-8c72-f342d8a64ddd,Train Set,Medium,Line 2,0.066,Yes,Katherine,3,2024-12-21,Complete,6,47
ac27de7b-b5d3-466c-baf6-9bea08a563f4,Train Set,Medium,Line 3,0.139,No,Patricia,2,2024-12-08,In Progress,9,82
fc7fbecb-26e0-4972-926b-ca1c5d9d20f5,Doll,Medium,Line 2,0.182,No,Bryan,10,2024-12-07,Not Started,5,38
c45a88d0-2df8-4792-9fbf-5c63ad91dbf0,Action Figure,Medium,Line 4,0.009,No,Elizabeth,10,2024-12-18,Complete,8,60
0218afb2-d130-4310-8b54-61ccaac2dc81,Board Game,Low,Line 2,0.146,No,Samantha,3,2024-12-03,In Progress,2,67
731d389e-cf61-439d-a095-29ad73ba7c3e,Action Figure,Medium,Line 2,0.19,No,Joseph,12,2024-12-22,Complete,2,25
d9bcaae3-760b-4e4b-8c20-47939c6e98f5,Stuffed Animal,Medium,Line 2,0.035,Yes,April,6,2024-12-13,Complete,5,44
d0d6a635-f5c7-497d-9538-cd8134e75992,Action Figure,Low,Line 1,0.154,No,Kelly,7,2024-12-24,Complete,0,92
5cd400bd-bdcf-4b70-bcd9-280bb78ddaf1,RC Car,Low,Line 1,0.015,No,Rebecca,10,2024-12-07,Not Started,2,66
5bf89b15-4abb-4322-b05a-408b3628e33b,Stuffed Animal,Medium,Line 2,0.121,No,Heather,10,2024-12-19,In Progress,10,95
8b647f4d-913c-4641-ba40-b8e4527536d6,Board Game,Medium,Line 1,0.064,No,Frank,11,2024-12-10,Complete,4,76
0ff7253d-12cb-440a-9ef3-858bc99c5863,Action Figure,High,Line 3,0.13,No,Arthur,3,2024-12-20,Not Started,8,18
cde6e019-d7fa-427d-81ef-e19f7921ad7a,RC Car,High,Line 4,0.11,Yes,Pamela,3,2024-12-08,Not Started,6,76
948124de-4a01-4902-b14a-d3c9e55f8755,Doll,Medium,Line 4,0.061,Yes,Steven,1,2024-12-21,In Progress,0,33
c086ef5e-14f3-474f-a0f1-54ad61c52a5c,Stuffed Animal,High,Line 3,0.122,Yes,Charles,11,2024-12-02,Not Started,3,90
5b5a8020-4221-4faa-83a2-0aa21c642991,Action Figure,Medium,Line 3,0.022,Yes,Tina,2,2024-12-18,Complete,1,62
5629a557-d663-4a58-8a75-88216969ff65,Action Figure,Low,Line 1,0.183,Yes,Alicia,6,2024-12-12,Not Started,8,50
c90808b0-7f41-4ff4-a86d-5d828d682e03,Train Set,Medium,Line 4,0.125,No,Donna,4,2024-12-22,In Progress,9,18
ab4c1877-9688-4abf-bb71-cd2dc4bc26db,Doll,High,Line 3,0.194,Yes,Charles,11,2024-12-17,Complete,5,64
4db4bd91-7b41-40b4-bdf1-0caa3f56bbd7,Board Game,High,Line 2,0.174,No,Keith,6,2024-12-18,Not Started,3,20
167ded49-6586-4471-9e5f-16bd41eaf634,Doll,Medium,Line 4,0.126,Yes,Travis,8,2024-12-21,Complete,1,92
e104314c-2532-4183-859c-089bc89b8744,Action Figure,Medium,Line 3,0.199,No,Juan,3,2024-12-03,Not Started,5,57
78808cf8-387d-418e-b6e3-32bcd24d7fd1,Doll,High,Line 3,0.071,No,Gina,7,2024-12-03,Complete,10,23
ae75dcbb-e4cd-4443-8939-490d7576db00,Board Game,High,Line 2,0.173,No,Nancy,9,2024-12-12,In Progress,0,11
e227c115-7833-4e5b-a1f5-c221d23ad120,Action Figure,High,Line 3,0.186,No,Alexandra,4,2024-12-17,In Progress,9,48
5c027ed1-a790-4f83-adb3-46bba0862027,Train Set,High,Line 1,0.105,Yes,Pamela,9,2024-12-17,In Progress,7,36
f6c9c93c-1329-4f51-ab8a-f4124d19c744,Stuffed Animal,Low,Line 4,0.18,Yes,Ashley,11,2024-12-01,Not Started,3,56
328dddaf-eac5-475d-a96f-b70a4826e3c2,Train Set,Low,Line 3,0.142,Yes,Michael,11,2024-12-16,Not Started,7,83
e997f51e-d265-4a2b-af58-2477edb26e80,Board Game,Low,Line 2,0.029,No,Robin,8,2024-12-15,Complete,2,80
c809a0cb-101e-41b7-aa6f-c89b6737bd78,Puzzle,Low,Line 3,0.038,Yes,Debra,8,2024-12-16,Not Started,8,93
d7a3a9c1-e7be-41db-8122-5d34e460f08e,Puzzle,Medium,Line 2,0.052,No,Brandi,8,2024-12-13,Complete,1,27
fc75005d-8ce5-4516-a23d-1399ede1db1a,Puzzle,Medium,Line 2,0.192,No,Nancy,1,2024-12-11,Not Started,7,21
89eb8b77-129d-4aef-ba77-249f87010461,Stuffed Animal,High,Line 1,0.175,No,Kathy,2,2024-12-23,In Progress,5,15
2f1b5cd4-362d-4024-9469-cfb0bd850c78,Doll,Medium,Line 4,0.141,No,Paul,12,2024-12-03,Complete,6,67
3d9bd268-fc05-4539-9786-34f541f291c1,Action Figure,Medium,Line 1,0.112,Yes,Scott,10,2024-12-24,Not Started,6,83
deef3d50-fcce-4d40-a1a2-671572c52de0,RC Car,Low,Line 1,0.138,Yes,Douglas,4,2024-12-11,Not Started,9,50
39734173-fa25-4646-9e9a-8bcf57a5cb5a,RC Car,High,Line 4,0.021,No,Daniel,5,2024-12-05,Complete,3,32
fe3c0de9-f326-4665-9b48-984eaf17e787,RC Car,Medium,Line 2,0.063,No,Daniel,3,2024-12-02,In Progress,9,77
4a62038f-9cd5-4bd4-bb86-b7ac748bb81c,Board Game,Low,Line 1,0.103,Yes,David,1,2024-12-11,In Progress,0,22
77b739ea-638a-4a19-9f8e-f10fbf4a4870,Action Figure,High,Line 1,0.033,No,Timothy,11,2024-12-04,Complete,8,52
82222e5b-00c9-46cf-8182-66e9f5659612,Board Game,High,Line 1,0.198,No,Randy,7,2024-12-18,In Progress,5,62
8c0abfd5-a3aa-487a-b6a9-d32c8f97082f,Stuffed Animal,Medium,Line 1,0.016,No,David,12,2024-12-02,Not Started,2,64
7a0603fe-9137-48f3-b894-cc556056bb6d,Puzzle,High,Line 3,0.195,No,Carlos,3,2024-12-12,In Progress,7,72
5f3f585f-2665-484d-8151-f20107ab48c7,Stuffed Animal,High,Line 2,0.196,No,Eric,8,2024-12-14,Not Started,8,36
993689b5-7bce-4255-9e28-158d42323fc9,Doll,Low,Line 4,0.028,No,Carrie,4,2024-12-21,Complete,2,35
d7ff7fb0-7729-4bfc-b649-8b14bfb55376,Doll,Medium,Line 1,0.143,Yes,Patrick,7,2024-12-06,In Progress,9,74
5fe29749-913b-4566-aef2-cf75dae051e0,Action Figure,Low,Line 4,0.15,No,Deanna,2,2024-12-21,Not Started,0,22
168b8811-760c-4f0e-8773-d30d3acce69c,Doll,Medium,Line 1,0.016,Yes,Erika,3,2024-12-14,In Progress,4,14
ee7a7c5b-51c5-4485-99c4-288c3ae4db24,Doll,Medium,Line 1,0.076,No,Joseph,4,2024-12-06,Complete,10,58
6d6432c4-4df1-40ee-8d34-18b0e7c7f7a2,Board Game,High,Line 4,0.094,No,David,8,2024-12-08,Complete,5,20
106837e6-054c-408a-abf9-fbdbe37874b6,Puzzle,Medium,Line 1,0.08,No,Barry,5,2024-12-10,Complete,7,27
06c02e79-b498-42dc-bf18-7345136796d5,Board Game,High,Line 4,0.177,Yes,Kirsten,1,2024-12-16,In Progress,0,27
dfb33d8a-ad6c-468e-b9f9-4fcf95fbd6da,Doll,Low,Line 3,0.113,No,Alexander,8,2024-12-22,Not Started,6,75
210e74c9-c41b-43ae-9ba1-891acab8123b,RC Car,High,Line 4,0.039,No,Shannon,5,2024-12-01,Complete,3,44
eae58cf3-2b6b-4474-9138-833043254af4,RC Car,Low,Line 2,0.163,No,Matthew,7,2024-12-12,In Progress,10,26
0b1112f8-2683-4101-a102-cdac185cf81c,Stuffed Animal,Low,Line 4,0.027,Yes,Mary,2,2024-12-12,In Progress,1,80
12c0281c-ed5c-4d2b-81cf-5bb300cf4c7e,Doll,Low,Line 4,0.019,Yes,Jesse,9,2024-12-19,Complete,4,80
7d1b90ff-cf88-4bf3-a5f8-562222f3c731,Doll,Low,Line 3,0.144,No,Nicholas,2,2024-12-06,Not Started,9,78
8b69f54c-26f6-471f-9441-8f49408bf6ff,Puzzle,High,Line 1,0.111,Yes,Phyllis,3,2024-12-14,Not Started,10,92
37c2069c-a163-418c-9c9c-5545e61f692a,RC Car,Low,Line 1,0.193,Yes,James,5,2024-12-24,In Progress,10,28
4528f864-f8d2-471d-bc79-59cfb32a7a03,Action Figure,Medium,Line 1,0.179,No,Patricia,6,2024-12-22,Not Started,5,30
792e9301-473f-4d9b-a130-33c5fed02410,Train Set,Medium,Line 1,0.108,Yes,Kimberly,2,2024-12-25,Complete,3,43
1ae4110d-40ea-4ce3-9b08-9d6f1b74e8ec,Train Set,Low,Line 3,0.18,Yes,Timothy,10,2024-12-02,Not Started,4,37
2d132ebc-a3f7-4842-8a9c-61dc953c499c,RC Car,Low,Line 4,0.053,No,Caitlin,3,2024-12-08,Not Started,1,64
8b412ab1-26ef-49d4-aa52-8f9042b53748,Action Figure,High,Line 4,0.147,No,Tiffany,1,2024-12-08,Complete,4,66
ad565a9d-2b9e-44c8-a8cf-8027ed2a11af,Puzzle,Medium,Line 1,0.129,Yes,Samantha,3,2024-12-24,Complete,3,14
e2cc7519-dcc4-4c07-af6c-c46e872c1c88,Train Set,High,Line 3,0.139,No,Marie,1,2024-12-23,In Progress,9,93
36f88954-0ca4-4059-b84f-8f42dbc4f392,Puzzle,Low,Line 3,0.131,Yes,James,10,2024-12-17,Not Started,8,86
0279a59b-c998-4f92-9979-c0e64feeec26,Board Game,High,Line 1,0.117,No,Melanie,7,2024-12-06,Not Started,3,18
964e29ce-f302-4edd-b9d5-543ed91db2b3,Board Game,High,Line 4,0.077,Yes,Tabitha,4,2024-12-14,Not Started,2,81
dc3f1890-26f7-4635-b834-53c996c4c7d4,Puzzle,High,Line 1,0.197,Yes,Sarah,1,2024-12-01,Not Started,3,38
bb2e2fff-b790-4d64-b53a-bf21844dfcf8,RC Car,Medium,Line 4,0.156,Yes,Brian,8,2024-12-06,Complete,5,12
770b9310-d5c4-4ada-b458-faae982b04f0,Stuffed Animal,Low,Line 2,0.16,Yes,Marcus,5,2024-12-19,In Progress,8,76
ab0318d3-daf2-460f-bcdc-cb8d4c33e9b8,RC Car,Low,Line 3,0.03,Yes,Michael,9,2024-12-24,Not Started,0,33
6e499229-6f5a-4e37-82ca-fbcab9b0855c,RC Car,Low,Line 3,0.04,Yes,Kelly,1,2024-12-11,Complete,4,30
5f18e5a1-7683-41a6-b08b-1164397b2d7e,Train Set,Medium,Line 2,0.033,Yes,Richard,6,2024-12-22,In Progress,4,81
ff754b3f-fe20-48f0-aae4-d097a35367a9,Train Set,High,Line 2,0.016,No,Mike,2,2024-12-22,Not Started,4,46
86e767a4-22eb-4e0c-ac41-6f5e619fb97f,Puzzle,Medium,Line 1,0.18,Yes,Bradley,10,2024-12-04,Complete,9,45
1125ff48-7f0a-4d45-a1d4-ee336df09fe5,Stuffed Animal,Medium,Line 3,0.151,Yes,Lisa,3,2024-12-24,Not Started,6,53
db4cae70-ef3f-4ce1-869c-9c830f477fc6,RC Car,Low,Line 3,0.017,Yes,Jonathan,5,2024-12-20,Not Started,7,86
7dcbb919-60ff-4194-a7c6-1d80c88d404e,RC Car,High,Line 2,0.196,Yes,Christopher,4,2024-12-16,In Progress,8,81
e0083c1d-8bae-4019-a0dc-f468865376a9,Train Set,High,Line 3,0.162,Yes,Victoria,9,2024-12-04,Not Started,9,25
027610c2-5854-4e98-94b5-6e8d444f7765,RC Car,Medium,Line 3,0.192,Yes,Dennis,7,2024-12-15,Not Started,4,12
aa423f33-cb3d-4415-9c9e-5a274337c4c8,Puzzle,Medium,Line 1,0.142,Yes,Blake,8,2024-12-06,Complete,4,96
3dbc168d-e305-48fc-abc4-0ba15760c356,Doll,High,Line 2,0.162,Yes,Amanda,10,2024-12-12,In Progress,2,70
315670cb-b076-4cb6-9c0f-26fa1ae26ad0,Puzzle,High,Line 1,0.106,Yes,John,1,2024-12-06,In Progress,2,14
e18f8a7a-5e5c-4e8e-81cf-16fb6396db3d,Train Set,Low,Line 2,0.022,No,Kaylee,1,2024-12-22,Not Started,10,42
e13c489e-bb26-4ec9-bec7-019c693b1e63,Puzzle,Medium,Line 4,0.17,Yes,Andrew,5,2024-12-06,In Progress,8,43
7fba085f-5587-4ce8-8f40-ff227f9a9156,RC Car,Low,Line 4,0.042,Yes,Margaret,5,2024-12-23,Not Started,1,78
c081125e-119c-4cde-a883-fd8709a1d9a8,Action Figure,High,Line 3,0.141,Yes,Amanda,1,2024-12-13,Not Started,8,23
098d5a9c-e501-4a65-872e-e9ebcd5aa0be,RC Car,High,Line 4,0.2,No,Brian,11,2024-12-12,In Progress,10,98
8b112491-dd5f-411a-9679-96ce4ff48236,RC Car,Low,Line 4,0.147,Yes,Daniel,11,2024-12-18,In Progress,3,62
c3a6c6b5-db25-4b4b-a51f-2c230f4ce9f6,Board Game,Medium,Line 3,0.028,Yes,Kimberly,6,2024-12-05,Not Started,10,66
aac0499b-f433-4596-a28d-019042ef05dc,Train Set,Medium,Line 4,0.045,Yes,Marcus,10,2024-12-01,In Progress,8,34
d1744c10-600a-499a-a1e2-3ade685f0574,Doll,Medium,Line 2,0.032,Yes,James,10,2024-12-10,Complete,5,47
146a2544-fbf9-44b7-b9bd-b9b46149a2e8,Doll,High,Line 2,0.187,Yes,Jerry,9,2024-12-10,Complete,5,64
39138f49-6d5b-4d98-9144-c7972dd6db67,Stuffed Animal,High,Line 4,0.008,No,Mallory,1,2024-12-03,Complete,7,63
c98efe06-113a-494b-82ec-494b1ab34bee,RC Car,Low,Line 3,0.194,Yes,Andrea,7,2024-12-19,In Progress,10,87
219485f6-b1f0-4101-b1f9-c5ca999dfb5d,Board Game,Medium,Line 1,0.019,Yes,Leslie,9,2024-12-13,In Progress,0,28
88b9d61d-93ae-40cc-b3a9-f46a7f52bcb7,Doll,Low,Line 2,0.026,No,Lisa,8,2024-12-14,Complete,1,23
4a396bc9-98c1-4b45-9e02-04291a4b5dc2,Train Set,High,Line 4,0.06,No,Kayla,8,2024-12-01,Not Started,6,50
63d5f5ba-2b57-4c9d-9695-e50b9588490e,Train Set,Low,Line 3,0.086,No,Molly,1,2024-12-17,Complete,6,57
9c829f05-3307-41c8-9d60-5d5a8676d61c,Board Game,High,Line 4,0.119,Yes,Heather,10,2024-12-09,In Progress,8,18
54dd09c5-61dd-4a2c-a4e6-dac4407e1518,Board Game,Low,Line 1,0.166,No,Leonard,4,2024-12-17,Complete,3,52
4c664908-ebcc-4f72-b6fe-903b6f8a4a01,Stuffed Animal,Medium,Line 2,0.13,Yes,Leslie,8,2024-12-09,In Progress,4,53
f4867d5f-56a8-473e-9e99-17452f871596,Action Figure,Medium,Line 2,0.155,Yes,Anthony,9,2024-12-01,Complete,8,30
f9cb27b9-617e-485d-bed8-f3709c536f83,Puzzle,Medium,Line 3,0.057,No,Erica,2,2024-12-08,Not Started,0,57
801fd18d-1fce-4c8d-ad24-cfc09f73f7b6,RC Car,Medium,Line 3,0.097,No,Billy,12,2024-12-14,In Progress,6,97
4542fdfc-a952-4bcc-95d5-8ed04a8c59a1,Puzzle,Low,Line 2,0.133,No,Adam,7,2024-12-03,Not Started,4,50
4859278e-630a-4866-9bc1-d926da08f4db,Stuffed Animal,Medium,Line 3,0.198,Yes,Michael,8,2024-12-12,In Progress,9,63
7046aa59-a2d1-4ae9-8dfc-cea5fabb8c21,Train Set,Medium,Line 2,0.003,Yes,Ryan,8,2024-12-11,Not Started,8,54
0927f283-8b13-4ab0-8157-6b7fa49b799d,Puzzle,Medium,Line 4,0.116,No,Robert,9,2024-12-13,In Progress,5,13
ced2fa97-b259-4466-8260-872fc822fba1,Action Figure,High,Line 1,0.105,No,Hector,1,2024-12-04,In Progress,7,98
cb33f4b2-818b-4037-9fbe-c4252d8ab110,Stuffed Animal,High,Line 1,0.099,No,Mark,9,2024-12-23,In Progress,10,64
60a3482c-f5e2-4c3f-9705-3e27f8892d1e,Stuffed Animal,Low,Line 1,0.005,Yes,Bryan,8,2024-12-01,In Progress,0,99
3b20bf01-628c-46e4-a059-143d4e13b06b,Stuffed Animal,High,Line 3,0.009,No,Stephanie,3,2024-12-19,In Progress,7,64
47f6d0e9-8a6b-4289-850f-83e66cdced82,RC Car,High,Line 4,0.181,No,Monica,1,2024-12-06,Complete,1,36
224d218c-19e2-4afa-bc2b-3a2f35986d9d,Doll,Low,Line 3,0.196,No,Sheri,8,2024-12-25,Not Started,7,21
53ba217e-5b3a-42af-9a16-453d6af16c49,RC Car,Medium,Line 1,0.027,Yes,Kelly,5,2024-12-06,Not Started,7,59
e33c083f-a9bf-4d52-8b0c-1d02f9730f5e,Board Game,High,Line 3,0.034,Yes,Justin,7,2024-12-02,Complete,7,58
d360659c-b4b0-44c4-b1e7-614459ddb754,Board Game,High,Line 3,0.077,Yes,Jason,10,2024-12-01,Not Started,2,83
